species,family,namephylo,namephylo1,status,community,lifehistory,growthform,native,rangeedge,specialization,Nfix,C34,raritycategory,rarity
Betula pumila,Betulaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,occassional,0.686746988
Bidens cernua,Asteraceae,,,1,wetland,annual,forb,native,0,5,not,C3,common,0.807228916
Bidens comosa,Asteraceae,,,1,wetland,annual,forb,native,1,3,not,C3,rare,0.180722892
Bidens connatus,Asteraceae,,,1,wetland,annual,forb,native,0,2,not,C3,occassional,0.530120482
Boehmeria cylindrica,Urticaceae,,,1,wetland,perennial,forb,native,0,5,not,C3,occassional,0.554216867
Brasenia schreberi,Nymphaeaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.602409639
Bromus ciliatus,Poaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.65060241
Cabomba caroliniana,Nymphaeaceae,,,1,wetland,perennial,forb,non-native,1,2,not,C3,rare,0.024096386
Calamagrostis canadensis,Poaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,common,0.927710843
Calamagrostis stricta,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.481927711
Calla palustris,Araceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.542168675
Calopogon tuberosus,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.746987952
Caltha palustris,Ranunculaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,1
Calystegia sepium,Convolvulaceae,,,1,wetland,perennial,vine,native,0,4,not,C3,occassional,0.626506024
Calystegia spithamaea,Convolvulaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,occassional,0.626506024
Campanula aparinoides,Campanulaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.795180723
Cardamine pratensis,Brassicaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.397590361
Carex alata,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,3,not,C3,rare,0.168674699
Carex albolutescens,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.036144578
Carex aquatilis,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.578313253
Carex arctata,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.674698795
Carex bebbii,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,common,0.771084337
Carex bromoides,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.325301205
Carex brunnescens,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.578313253
Carex buxbaumii,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.445783133
Carex canescens,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.578313253
Carex comosa,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.674698795
Carex crinita,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.734939759
Carex cristatella,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.638554217
Carex cryptolepis,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.506024096
Carex disperma,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.554216867
Carex festucacea,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.036144578
Carex frankii,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.048192771
Carex gracillima,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,common,0.795180723
Carex grayi,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.409638554
Carex hystericina,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,common,0.843373494
Carex intumescens,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,common,0.86746988
Carex lacustris,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.56626506
Carex laevivaginata,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,rare,0.180722892
Carex lasiocarpa,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.614457831
Carex limosa,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.34939759
Carex longii,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,rare,0.096385542
Carex lupuliformis,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.108433735
Carex lupulina,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.662650602
Carex oligosperma,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.457831325
Carex prairea,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.361445783
Carex retrorsa,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.746987952
Carex sartwellii,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.228915663
Carex sterilis,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.43373494
Carex straminea,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.012048193
Carex stricta,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.746987952
Carex trisperma,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,3,not,C3,occassional,0.662650602
Carex virescens,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.084337349
Carex viridula,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,occassional,0.722891566
Carex vulpinoidea,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,5,not,C3,common,0.855421687
Carpinus caroliniana,Betulaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.698795181
Castanea dentata,Eagaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,occassional,0.361445783
Castilleja coccinea,Scrophulariaceae,,,1,wetland,annual,forb,native,0,3,not,C3,occassional,0.56626506
Celastrus scandens,Celastraceae,,,1,wetland,perennial,vine,native,0,5,not,C3,occassional,0.602409639
Celtis occidentalis,Ulmaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,occassional,0.361445783
Cephalanthus occidentalis,Rubiaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.638554217
Ceratophyllum demersum,Ceratophyllaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.638554217
Cercis canadensis,Fabaceae,,,1,wetland,perennial,woody,native,0,1,N-fix,C3,rare,0.21686747
Chaerophyllum procumbens,Umbelliferae,,,1,wetland,annual,forb,native,0,1,not,C3,rare,0.144578313
Chamaedaphne calyculata,Ericaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,common,0.879518072
Chamerion angustifolium,Onograceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.734939759
Chelone glabra,Scrophulariaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.879518072
Cicuta bulbifera,Umbelliferae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.855421687
Cicuta maculata,Umbelliferae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.578313253
Cinna arundinacea,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.493975904
Cirsium altissimum,Asteraceae,,,1,wetland,biennial,forb,native,0,3,not,C3,rare,0.156626506
Cirsium muticum,Asteraceae,,,1,wetland,biennial,forb,native,0,4,not,C3,occassional,0.710843373
Cladium mariscoides,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.65060241
Clematis virginiana,Ranunculaceae,,,1,wetland,perennial,vine,native,0,5,not,C3,common,0.86746988
Coeloglossum viride,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.542168675
Conioselinum chinense,Umbelliferae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.13253012
Coptis trifolia,Ranunculaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.963855422
Corallorhiza odontorhiza,Orchidaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,rare,0.156626506
Corallorhiza trifida,Orchidaceae,,,0,wetland,perennial,forb,native,1,1,not,C3,occassional,0.578313253
Cornus alternifolia,Cornaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,occassional,0.65060241
Cornus amomum,Cornaceae,,,1,wetland,perennial,woody,native,1,5,not,C3,occassional,0.686746988
Cornus stolonifera,Cornaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,common,0.951807229
Corydalis flavula,Fumariaceae,,,1,wetland,annual,forb,non-native,1,1,not,C3,rare,0.024096386
Cuscuta campestris,Cuscutaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,rare,0.036144578
Cuscuta cephalanthi,Cuscutaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,rare,0.13253012
Cuscuta coryli,Cuscutaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,rare,0.096385542
Cuscuta gronovii,Cuscutaceae,,,1,wetland,perennial,vine,native,0,3,not,C3,occassional,0.421686747
Cuscuta pentagona,Cuscutaceae,,,1,wetland,annual/perennial,vine,native,0,1,not,C3,rare,0.036144578
Cyperus diandrus,Cyperaceae,,,1,wetland,annual,graminoid,native,0,1,not,C4,occassional,0.289156627
Cyperus esculentus,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C4,occassional,0.265060241
Cyperus flavescens,Cyperaceae,,,1,wetland,annual,graminoid,native,1,1,not,C4,rare,0.060240964
Cyperus odoratus,Cyperaceae,,,1,wetland,annual/perennial,graminoid,native,0,1,not,C4,occassional,0.265060241
Cyperus rivularis,Cyperaceae,,,1,wetland,annual,graminoid,native,0,2,not,C4,occassional,0.578313253
Cypripedium acaule,Orchidaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.86746988
Cypripedium calceolus,Orchidaceae,,,1,wetland,perennial,forb,native,0,5,not,C3,common,0.807228916
Cypripedium candidum,Orchidaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,rare,0.21686747
Cypripedium reginae,Orchidaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.807228916
Decodon veriticillatus,Lythraceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.602409639
Deschampsia cespitosa,Poaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,occassional,0.325301205
Desmodium canadense,Fabaceae,,,1,wetland,perennial,forb,native,0,2,N-fix,C3,occassional,0.506024096
Diarrhena americana,Poaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.060240964
Dirca palustris,Thymelaeaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.626506024
Drosera intermedia,Droseraceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.530120482
Drosera rotundifolia,Droseraceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.843373494
Dryopteris celsa,Dryopteridaceae,,,1,wetland,perennial,fern,native,1,4,not,C3,rare,0.048192771
Dryopteris clintoniana,Dryopteridaceae,,,1,wetland,perennial,fern,native,0,3,not,C3,occassional,0.337349398
Dryopteris cristata,Dryopteridaceae,,,1,wetland,perennial,fern,native,0,2,not,C3,occassional,0.65060241
Dryopteris intermedia,Dryopteridaceae,,,1,wetland,perennial,fern,native,0,2,not,C3,occassional,0.746987952
Dulichium arundinaceum,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.710843373
Echinocystis lobata,Cucurbitaceae,,,1,wetland,annual,vine,native,0,5,not,C3,occassional,0.65060241
Elaeagnus angustifolia,Elaeagnaceae,,,1,wetland,perennial,woody,non-native,0,3,N-fix,C3,rare,0.13253012
Eleocharis engelmannii,Cyperaceae,,,1,wetland,annual,graminoid,native,0,1,not,C3,rare,0.036144578
Eleocharis equisetoides,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.108433735
Eleocharis melanocarpa,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.096385542
Eleocharis olivacea,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.289156627
Eleocharis quadrangulata,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.144578313
Eleocharis robbinsii,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,2,not,C3,rare,0.21686747
Elodea canadensis,Hydrocharitaceae,,,1,wetland,perennial,forb,native,0,1,not,C4,common,0.78313253
Elodea nuttallii,Hydrocharitaceae,,,1,wetland,perennial,forb,native,0,1,not,C4,occassional,0.313253012
Elymus riparius,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.325301205
Elymus trachycaulus,Poaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.710843373
Elymus virginicus,Poaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,common,0.759036145
Epilobium leptophyllum,Onograceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.626506024
Equisetum fluviatile,Equisetaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.638554217
Equisetum laevigatum,Equisetaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.313253012
Equisetum palustre,Equisetaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.301204819
Equisetum scirpoides,Equisetaceae,,,0,wetland,perennial,forb,native,1,4,not,C3,occassional,0.542168675
Eriocaulon aquaticum/septangulare,Eriocaulaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.554216867
Eriophorum spissum,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,occassional,0.469879518
Eriophorum tenellum,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.204819277
Eriophorum virginicum,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.518072289
Eriophorum viridicarinatum,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.638554217
Euonymus atropurpureus,Celastraceae,,,1,wetland,perennial,woody,native,0,2,not,C3,rare,0.13253012
Eupatorium maculatum,Asteraceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.903614458
Eupatorium perfoliatum,Asteraceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.915662651
Eupatorium rugosum,Asteraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.518072289
Euphorbia nutans,Euphorbiaceae,,,1,wetland,annual/perennial,forb,native,0,3,not,C3,occassional,0.361445783
Euthamia graminifolia,Asteraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.903614458
Filipendula rubra,Rosaceae,,,1,wetland,perennial,forb,native,1,4,not,C3,rare,0.084337349
Fimbristylis autumnalis,Cyperaceae,,,1,wetland,annual,graminoid,native,0,2,not,C4,occassional,0.313253012
Fraxinus nigra,Oleaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,occassional,0.662650602
Fraxinus pennsylvanica,Oleaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,common,0.879518072
Fraxinus quadrangulata,Oleaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,rare,0.204819277
Fuirena squarrosa,Cyperaceae,,,1,wetland,annual,graminoid,native,0,1,not,C3,rare,0.096385542
Galium asprellum,Rubiaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.759036145
Galium labradoricum,Rubiaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.530120482
Galium obtusum,Rubiaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.457831325
Galium palustre,Rubiaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.289156627
Galium tinctorium,Rubiaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.843373494
Galium trifidum,Rubiaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,occassional,0.506024096
Gaultheria hispidula,Ericaceae,,,1,wetland,perennial,woody,native,1,1,not,C3,occassional,0.662650602
Gaylussacia baccata,Ericaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,common,0.795180723
Gentiana andrewsii,Gentianaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.734939759
Gentianella quinquefolia,Gentianaceae,,,1,wetland,annual/perennial,forb,native,0,2,not,C3,rare,0.13253012
Gentianopsis crinita,Gentianaceae,,,1,wetland,annual/biennial,forb,native,0,2,not,C3,occassional,0.421686747
Gentianopsis procera,Gentianaceae,,,1,wetland,annual,forb,native,0,4,not,C3,occassional,0.43373494
Geum aleppicum,Rosaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.86746988
Geum rivale,Rosaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.722891566
Glechoma hederacea,Labiatae,,,1,wetland,perennial,forb,non-native,0,4,not,C3,occassional,0.722891566
Gleditsia triacanthos,Fabaceae,,,1,wetland,perennial,woody,native,0,2,N-fix,C3,rare,0.21686747
Glyceria borealis,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.674698795
Glyceria canadensis,Poaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,occassional,0.710843373
Glyceria striata,Poaceae,,,1,wetland,perennial,graminoid,native,0,4,not,C3,common,0.987951807
Goodyera pubescens,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.578313253
Gymnocladus dioicus,Fabaceae,,,1,wetland,perennial,woody,native,0,1,N-fix,C3,rare,0.180722892
Helianthus decapetalus,Asteraceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.34939759
Helianthus giganteus,Asteraceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.457831325
Helianthus hirsutus,Asteraceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.048192771
Hemicarpha micrantha,Cyperaceae,,,1,wetland,annual,graminoid,native,0,1,not,C4,rare,0.120481928
Heracleum maximum,Umbelliferae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.554216867
Heteranthera dubia,Pontederiaceae,,,1,wetland,annual/perennial,forb,native,0,1,not,C3,occassional,0.56626506
Heuchera richardsonii,Saxifragaceae,,,1,wetland,perennial,forb,native,1,5,not,C3,rare,0.156626506
Huperzia lucidula,Lycopodiaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.674698795
Hybanthus concolor,Violaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.13253012
Hydrastis canadensis,Ranunculaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.228915663
Hydrocotyle americana,Umbelliferae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.397590361
Hydrophyllum appendiculatum,Hydrophyllaceae,,,1,wetland,biennial,forb,native,0,2,not,C3,occassional,0.325301205
Hypericum boreale,Guttiferae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.542168675
Hypericum punctatum,Guttiferae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.409638554
Hypoxis hirsuta,Amaryllidaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.253012048
Ilex verticillata,Aquifoliaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,common,0.843373494
Impatiens capensis,Balsaminaceae,,,1,wetland,annual,forb,native,0,5,not,C3,common,0.795180723
Iris pseudacorus,Iridaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,rare,0.228915663
Iris virginica,Iridaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.759036145
Isoetes echinospora,Isetaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,occassional,0.277108434
Isotria verticillata,Orchidaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.156626506
Juglans cinerea,Juglandaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.469879518
Juncus acuminatus,Juncaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.469879518
Juncus marginatus,Juncaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.156626506
Juncus scirpoides,Juncaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.084337349
Juncus torreyi,Juncaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.409638554
Juniperus virginiana,Cupressaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.373493976
Lactuca biennis,Asteraceae,,,1,wetland,annual/biennial,forb,native,0,2,not,C3,occassional,0.602409639
Larix laricina,Pinaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,common,0.915662651
Lathyrus palustris,Fabaceae,,,1,wetland,perennial,vine,native,0,5,N-fix,C3,occassional,0.722891566
Lechea pulchella,Cistaceae,,,0,wetland,perennial,forb,native,1,1,not,C3,rare,0.036144578
Leersia oryzoides,Poaceae,,,1,wetland,perennial,graminoid,native,0,5,not,C3,common,0.795180723
Leersia virginica,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.34939759
Lemna minor,Lemnaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.313253012
Lemna trisulca,Lemnaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.698795181
Lemna valdiviana,Lemnaceae,,,0,wetland,perennial,forb,native,1,1,not,C3,rare,0.012048193
Liatris spicata,Asteraceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.313253012
Ligustrum vulgare,Oleaceae,,,1,wetland,perennial,woody,non-native,0,1,not,C3,rare,0.192771084
Lilium michiganense,Liliaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.554216867
Lindera benzoin,Lauraceae,,,1,wetland,perennial,woody,native,0,5,not,C3,occassional,0.481927711
Linnaea borealis,Caprifoliaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.638554217
Liparis liliifolia,Orchidaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,rare,0.108433735
Liparis loeselii,Orchidaceae,,,1,wetland,perennial,forb,native,0,5,not,C3,common,0.771084337
Lobelia cardinalis,Campanulaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.771084337
Lobelia kalmii,Campanulaceae,,,1,wetland,perennial,forb,native,1,3,not,C3,occassional,0.698795181
Lobelia siphilitica,Campanulaceae,,,1,wetland,perennial,forb,native,0,5,not,C3,occassional,0.698795181
Lobelia spicata,Campanulaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.65060241
Lonicera dioica,Caprifoliaceae,,,1,wetland,perennial,vine,native,0,4,not,C3,common,0.855421687
Ludwigia alternifolia,Onograceae,,,1,wetland,perennial,forb,native,0,1,not,C3,rare,0.144578313
Ludwigia palustris,Onograceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.65060241
Lycopodiella inundata,Lycopodiaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.457831325
Lycopus americanus,Labiatae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,1
Lycopus uniflorus,Labiatae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.951807229
Lysimachia ciliata,Primulaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.903614458
Lysimachia lanceolata,Primulaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.265060241
Lysimachia nummularia,Primulaceae,,,1,wetland,perennial,forb,non-native,0,4,not,C3,occassional,0.421686747
Lysimachia quadriflora,Primulaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.373493976
Lysimachia terrestris,Primulaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.722891566
Lysimachia thyrsiflora,Primulaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.879518072
Lythrum salicaria,Lythraceae,,,1,wetland,perennial,forb,non-native,0,5,not,C3,occassional,0.626506024
Maianthemum canadense,Liliaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,1.024096386
Matteuccia struthiopteris,Dryopteridaceae,,,1,wetland,perennial,fern,native,0,1,not,C3,occassional,0.638554217
Medeola virginiana,Liliaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.759036145
Menispermum canadense,Menispermaceae,,,1,wetland,perennial,vine,native,0,1,not,C3,occassional,0.542168675
Mentha arvenis,Labiatae,,,1,wetland,perennial,forb,non-native,0,1,not,C3,common,0.903614458
Menyanthes trifoliata,Menyanthaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.771084337
Milium effusum,Poaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.710843373
Mimulus ringens,Scrophulariaceae,,,1,wetland,perennial,forb,native,0,5,not,C3,common,0.915662651
Mitchella repens,Rubiaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.927710843
Mitella diphylla,Saxifragaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.855421687
Mitella nuda,Saxifragaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.734939759
Muhlenbergia glomerata,Poaceae,,,1,wetland,perennial,graminoid,native,0,5,not,C4,occassional,0.698795181
Muhlenbergia mexicana,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C4,occassional,0.710843373
Muhlenbergia richardsonis,Poaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C4,rare,0.084337349
Myosotis scorpioides,Boraginaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,occassional,0.542168675
Myosotis verna,Boraginaceae,,,1,wetland,annual/biennial,forb,native,0,1,not,C3,rare,0.168674699
Myriophyllum heterophyllum,Haloragaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.602409639
Myriophyllum sibiricum/exalbescens,Haloragaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.78313253
Myriophyllum tenellum,Haloragaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.34939759
Myriophyllum verticillatum,Haloragaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.469879518
Najas flexilis,Najadaceae,,,1,wetland,annual,forb,native,0,1,not,C3,common,0.915662651
Najas gracillima,Najadaceae,,,1,wetland,annual,forb,non-native,0,1,not,C3,rare,0.084337349
Najas marina,Najadaceae,,,1,wetland,annual,forb,non-native,0,1,not,C3,rare,0.13253012
Nasturtium officinale,Brassicaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,occassional,0.614457831
Nelumbo lutea,Nymphaeaceae,,,0,wetland,perennial,forb,non-native,0,1,not,C3,rare,0.036144578
Nuphar advena,Nymphaeaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.337349398
Nuphar variegata,Nymphaeaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,common,0.759036145
Nymphaea odorata,Nymphaeaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.843373494
Nyssa sylvatica,Nyssaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.385542169
Onoclea sensibilis,Dryopteridaceae,,,1,wetland,perennial,fern,native,0,4,not,C3,common,0.759036145
Ophioglossum pusillum,Ophioglossaceae,,,1,wetland,perennial,fern,native,0,1,not,C3,occassional,0.493975904
Osmunda cinnamomea,Osmundaceae,,,1,wetland,perennial,fern,native,0,5,not,C3,occassional,0.698795181
Osmunda claytoniana,Osmundaceae,,,1,wetland,perennial,fern,native,0,2,not,C3,occassional,0.626506024
